time_s,step,observation,action_pre_scale
1772115518.027716,3158,"[-8.883367263479158e-05,-0.00213798345066607,0.0057146986946463585,-0.008522115647792816,-0.019174760207533836,-0.004261057823896408,-0.078057661652565,-0.01261639129370451,-0.9968690276145935,-0.03030533529818058,0.046417027711868286,-0.0019180597737431526,-0.019564202055335045,0.02071503922343254,0.012275578454136848,0.009206682443618774,-0.00959029421210289,0.002301669679582119,-0.008823071606457233,-0.05025314912199974,0.02263309806585312,-0.024175824597477913,-0.056410256773233414,0.15311355888843536,0.1369963437318802,-0.07326007634401321,0.061050061136484146,0.008058608509600163,-0.07252747565507889,0.21758241951465607,-0.18534798920154572,-0.012210012413561344,0.0,1.1337080001831055,-0.00825045257806778,-0.28838351368904114,0.6396508812904358,0.1167546957731247,0.016118023544549942,-2.2260994911193848,0.13059724867343903,-0.1124163568019867,0.19132719933986664,0.09114226698875427,0.1760222613811493,-0.0,0.0,0.0]","[1.1364634037017822,-0.007383085787296295,-0.2894699275493622,0.6396185755729675,0.11525368690490723,0.016506005078554153,-2.2271313667297363,0.13014018535614014,-0.1119946539402008,0.1921910047531128,0.09196506440639496,0.17740802466869354]"
1772115518.048913,3159,"[0.001634218730032444,-0.0009649913990870118,0.005881124176084995,-0.008522115647792816,-0.019174760207533836,-0.004261057823896408,-0.078057661652565,-0.01261639129370451,-0.9968690276145935,-0.03030533529818058,0.046417027711868286,-0.0019180597737431526,-0.019564202055335045,0.0209068451076746,0.012467384338378906,0.009206682443618774,-0.00959029421210289,0.0019180579110980034,-0.008823071606457233,-0.050636760890483856,0.02263309806585312,-0.04029304161667824,-0.008058608509600163,0.056410256773233414,0.07252747565507889,0.03663003817200661,-0.07326007634401321,-0.07252747565507889,-0.04029304161667824,0.07252747565507889,-0.07252747565507889,-0.09768009930849075,0.08547008782625198,1.1364634037017822,-0.007383085787296295,-0.2894699275493622,0.6396185755729675,0.11525368690490723,0.016506005078554153,-2.2271313667297363,0.13014018535614014,-0.1119946539402008,0.1921910047531128,0.09196506440639496,0.17740802466869354,-0.0,0.0,0.0]","[1.1383733749389648,-0.007795080542564392,-0.2901800870895386,0.6396965384483337,0.11433592438697815,0.01617550477385521,-2.228546142578125,0.13037677109241486,-0.11238045990467072,0.1932947337627411,0.09221157431602478,0.17746800184249878]"
1772115518.067283,3160,"[0.001634218730032444,-0.0009649913990870118,0.005881124176084995,-0.008522115647792816,-0.017044231295585632,-0.003195793367922306,-0.078057661652565,-0.01261639129370451,-0.9968690276145935,-0.029921723529696465,0.046417027711868286,-0.0019180597737431526,-0.01994781382381916,0.0209068451076746,0.012467384338378906,0.009206682443618774,-0.00959029421210289,0.0019180579110980034,-0.009206683374941349,-0.050828564912080765,0.022824902087450027,0.024175824597477913,-0.04029304161667824,0.04029304161667824,-0.28205129504203796,-0.012210012413561344,0.0,-0.04029304161667824,-0.024175824597477913,-0.04029304161667824,-0.34652015566825867,-0.012210012413561344,0.02442002482712269,1.1383733749389648,-0.007795080542564392,-0.2901800870895386,0.6396965384483337,0.11433592438697815,0.01617550477385521,-2.228546142578125,0.13037677109241486,-0.11238045990467072,0.1932947337627411,0.09221157431602478,0.17746800184249878,-0.0,0.0,0.0]","[1.1390115022659302,-0.006781507283449173,-0.2907577455043793,0.642570972442627,0.11341249197721481,0.017318030819296837,-2.2271738052368164,0.13126875460147858,-0.11331905424594879,0.19464585185050964,0.09233292937278748,0.17840658128261566]"
1772115518.087245,3161,"[0.001634218730032444,-0.0009649913990870118,0.005881124176084995,-0.008522115647792816,-0.017044231295585632,-0.003195793367922306,-0.078057661652565,-0.01261639129370451,-0.9968690276145935,-0.029921723529696465,0.046417027711868286,-0.0019180597737431526,-0.01994781382381916,0.0209068451076746,0.012467384338378906,0.009206682443618774,-0.00959029421210289,0.0019180579110980034,-0.009206683374941349,-0.050828564912080765,0.022824902087450027,0.024175824597477913,-0.04029304161667824,0.04029304161667824,-0.28205129504203796,-0.012210012413561344,0.0,-0.04029304161667824,-0.024175824597477913,-0.04029304161667824,-0.34652015566825867,-0.012210012413561344,0.02442002482712269,1.1390115022659302,-0.006781507283449173,-0.2907577455043793,0.642570972442627,0.11341249197721481,0.017318030819296837,-2.2271738052368164,0.13126875460147858,-0.11331905424594879,0.19464585185050964,0.09233292937278748,0.17840658128261566,-0.0,0.0,0.0]","[1.13961660861969,-0.006194498389959335,-0.2913348078727722,0.6437223553657532,0.11231812089681625,0.01791524328291416,-2.225921154022217,0.13184858858585358,-0.11398409307003021,0.1952272653579712,0.09264931082725525,0.17878134548664093]"
1772115518.110441,3162,"[0.001634218730032444,-0.0009649913990870118,0.005881124176084995,-0.008522115647792816,-0.017044231295585632,-0.003195793367922306,-0.08016027510166168,-0.011563139036297798,-0.9967148900032043,-0.029921723529696465,0.046417027711868286,-0.0019180597737431526,-0.019564202055335045,0.021098650991916656,0.012275578454136848,0.009206682443618774,-0.00959029421210289,0.0019180579110980034,-0.009206683374941349,-0.05121217668056488,0.023208513855934143,-0.04029304161667824,-0.024175824597477913,0.34652015566825867,-0.15311355888843536,-0.0,-0.061050061136484146,0.024175824597477913,0.04029304161667824,0.1369963437318802,-0.21758241951465607,-0.03663003817200661,-0.02442002482712269,1.13961660861969,-0.006194498389959335,-0.2913348078727722,0.6437223553657532,0.11231812089681625,0.01791524328291416,-2.225921154022217,0.13184858858585358,-0.11398409307003021,0.1952272653579712,0.09264931082725525,0.17878134548664093,-0.0,0.0,0.0]","[1.1399425268173218,-0.007441651076078415,-0.29272928833961487,0.6421370506286621,0.10930012166500092,0.018523477017879486,-2.2245888710021973,0.13115635514259338,-0.11380545794963837,0.19598978757858276,0.09461259841918945,0.17879962921142578]"
1772115518.127451,3163,"[0.001634218730032444,-0.0009649913990870118,0.005881124176084995,-0.008522115647792816,-0.017044231295585632,-0.003195793367922306,-0.08016027510166168,-0.011563139036297798,-0.9967148900032043,-0.03030533529818058,0.046417027711868286,-0.0019180597737431526,-0.01994781382381916,0.021290456876158714,0.01208377256989479,0.009206682443618774,-0.009973909705877304,0.0019180579110980034,-0.008823071606457233,-0.051595788449048996,0.023208513855934143,-0.08864469081163406,0.024175824597477913,-0.008058608509600163,-0.056410256773233414,-0.0,0.012210012413561344,0.024175824597477913,-0.10476190596818924,0.18534798920154572,0.23369963467121124,-0.03663003817200661,-0.02442002482712269,1.1399425268173218,-0.007441651076078415,-0.29272928833961487,0.6421370506286621,0.10930012166500092,0.018523477017879486,-2.2245888710021973,0.13115635514259338,-0.11380545794963837,0.19598978757858276,0.09461259841918945,0.17879962921142578,-0.0,0.0,0.0]","[1.1406407356262207,-0.008777882903814316,-0.29250475764274597,0.6422433257102966,0.10568340122699738,0.01808786764740944,-2.22481632232666,0.13166514039039612,-0.11259844899177551,0.1961042582988739,0.0977417379617691,0.17768757045269012]"
1772115518.149426,3164,"[0.0019694315269589424,0.00030562852043658495,0.005716621410101652,-0.008522115647792816,-0.017044231295585632,-0.003195793367922306,-0.08016027510166168,-0.011563139036297798,-0.9967148900032043,-0.029921723529696465,0.046417027711868286,-0.0019180597737431526,-0.01994781382381916,0.021482262760400772,0.012275578454136848,0.009206682443618774,-0.00959029421210289,0.0019180579110980034,-0.009206683374941349,-0.05197940021753311,0.023208513855934143,0.024175824597477913,0.008058608509600163,0.024175824597477913,0.07252747565507889,0.012210012413561344,0.02442002482712269,-0.008058608509600163,0.04029304161667824,-0.3948718011379242,-0.2659340798854828,-0.03663003817200661,0.04884004965424538,1.1406407356262207,-0.008777882903814316,-0.29250475764274597,0.6422433257102966,0.10568340122699738,0.01808786764740944,-2.22481632232666,0.13166514039039612,-0.11259844899177551,0.1961042582988739,0.0977417379617691,0.17768757045269012,-0.0,0.0,0.0]","[1.1425296068191528,-0.006178673356771469,-0.29360231757164,0.6417233347892761,0.10664990544319153,0.0174377653747797,-2.225554943084717,0.13173627853393555,-0.11146897077560425,0.19639259576797485,0.0981442928314209,0.1777462512254715]"
1772115518.167150,3165,"[0.0019694315269589424,0.00030562852043658495,0.005716621410101652,0.001065264455974102,0.011717909015715122,-0.003195793367922306,-0.08016027510166168,-0.011563139036297798,-0.9967148900032043,-0.029921723529696465,0.046417027711868286,-0.0023016706109046936,-0.01994781382381916,0.022057680413126945,0.01208377256989479,0.00882306694984436,-0.00959029421210289,0.0019180579110980034,-0.009206683374941349,-0.05274662375450134,0.02359212562441826,-0.07252747565507889,0.008058608509600163,-0.10476190596818924,-0.08864469081163406,-0.0,0.03663003817200661,0.008058608509600163,0.12087912112474442,0.1369963437318802,-0.04029304161667824,-0.03663003817200661,0.07326007634401321,1.1425296068191528,-0.006178673356771469,-0.29360231757164,0.6417233347892761,0.10664990544319153,0.0174377653747797,-2.225554943084717,0.13173627853393555,-0.11146897077560425,0.19639259576797485,0.0981442928314209,0.1777462512254715,-0.0,0.0,0.0]","[1.1430721282958984,-0.007266592234373093,-0.28969287872314453,0.6420549750328064,0.10295353829860687,0.01715792715549469,-2.226043701171875,0.13132023811340332,-0.11639022827148438,0.1956220418214798,0.10009357333183289,0.1768525391817093]"
1772115518.188041,3166,"[0.0019694315269589424,0.00030562852043658495,0.005716621410101652,0.001065264455974102,0.011717909015715122,-0.003195793367922306,-0.08149811625480652,-0.011466331779956818,-0.9966075420379639,-0.03030533529818058,0.046417027711868286,-0.0019180597737431526,-0.01994781382381916,0.02263309620320797,0.011891966685652733,0.009206682443618774,-0.00959029421210289,0.0019180579110980034,-0.009206683374941349,-0.05313023552298546,0.02359212562441826,-0.008058608509600163,0.056410256773233414,0.1369963437318802,0.12087912112474442,0.08547008782625198,0.0,0.008058608509600163,0.12087912112474442,0.008058608509600163,0.12087912112474442,-0.012210012413561344,-0.02442002482712269,1.1430721282958984,-0.007266592234373093,-0.28969287872314453,0.6420549750328064,0.10295353829860687,0.01715792715549469,-2.226043701171875,0.13132023811340332,-0.11639022827148438,0.1956220418214798,0.10009357333183289,0.1768525391817093,-0.0,0.0,0.0]","[1.1440476179122925,-0.007917504757642746,-0.2884930670261383,0.6385164260864258,0.10224401205778122,0.016720009967684746,-2.226616382598877,0.13080456852912903,-0.11709649860858917,0.19236551225185394,0.10149411857128143,0.17526201903820038]"
1772115518.207355,3167,"[0.0019694315269589424,0.00030562852043658495,0.005716621410101652,0.001065264455974102,0.011717909015715122,-0.003195793367922306,-0.08149811625480652,-0.011466331779956818,-0.9966075420379639,-0.029921723529696465,0.046417027711868286,-0.0019180597737431526,-0.020331425592303276,0.023016707971692085,0.011891966685652733,0.009206682443618774,-0.00959029421210289,0.0019180579110980034,-0.009590295143425465,-0.05370565503835678,0.023783933371305466,-0.024175824597477913,-0.07252747565507889,0.3142857253551483,0.024175824597477913,0.02442002482712269,0.061050061136484146,0.008058608509600163,0.056410256773233414,-0.23369963467121124,0.056410256773233414,-0.02442002482712269,0.012210012413561344,1.1440476179122925,-0.007917504757642746,-0.2884930670261383,0.6385164260864258,0.10224401205778122,0.016720009967684746,-2.226616382598877,0.13080456852912903,-0.11709649860858917,0.19236551225185394,0.10149411857128143,0.17526201903820038,-0.0,0.0,0.0]","[1.145662784576416,-0.007027145475149155,-0.2872706651687622,0.6375147700309753,0.10300857573747635,0.01733708195388317,-2.2253503799438477,0.13062149286270142,-0.11643792688846588,0.18931995332241058,0.10265356302261353,0.17499296367168427]"
1772115518.228256,3168,"[0.0019694315269589424,0.00030562852043658495,0.005716621410101652,0.001065264455974102,0.011717909015715122,-0.003195793367922306,-0.08149811625480652,-0.011466331779956818,-0.9966075420379639,-0.03030533529818058,0.046417027711868286,-0.0023016706109046936,-0.020331425592303276,0.023975737392902374,0.011700160801410675,0.009206682443618774,-0.00959029421210289,0.0019180579110980034,-0.009590295143425465,-0.05447287857532501,0.023783933371305466,-0.04029304161667824,-0.024175824597477913,-0.07252747565507889,-0.2014652043581009,0.012210012413561344,-0.02442002482712269,-0.056410256773233414,0.008058608509600163,0.008058608509600163,-0.056410256773233414,-0.012210012413561344,0.02442002482712269,1.145662784576416,-0.007027145475149155,-0.2872706651687622,0.6375147700309753,0.10300857573747635,0.01733708195388317,-2.2253503799438477,0.13062149286270142,-0.11643792688846588,0.18931995332241058,0.10265356302261353,0.17499296367168427,-0.0,0.0,0.0]","[1.1447635889053345,-0.0068512000143527985,-0.2866099178791046,0.6403552889823914,0.10086654871702194,0.01792951487004757,-2.2257304191589355,0.1319730579853058,-0.11708834767341614,0.18975108861923218,0.10388292372226715,0.1747746616601944]"
1772115518.247717,3169,"[0.0019694315269589424,0.00030562852043658495,0.005716621410101652,0.001065264455974102,0.011717909015715122,-0.003195793367922306,-0.08149811625480652,-0.011466331779956818,-0.9966075420379639,-0.029921723529696465,0.046417027711868286,-0.0019180597737431526,-0.020331425592303276,0.02435934916138649,0.01208377256989479,0.009206682443618774,-0.00959029421210289,0.0019180579110980034,-0.009590295143425465,-0.05466468259692192,0.02359212562441826,-0.024175824597477913,-0.024175824597477913,0.056410256773233414,-0.10476190596818924,0.061050061136484146,0.04884004965424538,0.04029304161667824,-0.08864469081163406,-0.1369963437318802,-0.18534798920154572,-0.0,0.012210012413561344,1.1447635889053345,-0.0068512000143527985,-0.2866099178791046,0.6403552889823914,0.10086654871702194,0.01792951487004757,-2.2257304191589355,0.1319730579853058,-0.11708834767341614,0.18975108861923218,0.10388292372226715,0.1747746616601944,-0.0,0.0,0.0]","[1.1445051431655884,-0.005127850919961929,-0.28671541810035706,0.6400104761123657,0.10043788701295853,0.018275270238518715,-2.225983142852783,0.13275161385536194,-0.11682005226612091,0.18801110982894897,0.1046866625547409,0.17524592578411102]"
1772115518.275371,3170,"[0.0015688943676650524,0.00111470278352499,0.005656481720507145,0.004261057823896408,-0.008522115647792816,-0.008522115647792816,-0.08149811625480652,-0.011466331779956818,-0.9966075420379639,-0.029921723529696465,0.046417027711868286,-0.0023016706109046936,-0.02071503736078739,0.024934766814112663,0.011891966685652733,0.009206682443618774,-0.00959029421210289,0.0019180579110980034,-0.009590295143425465,-0.05524010211229324,0.023783933371305466,-0.04029304161667824,-0.10476190596818924,-0.15311355888843536,0.1369963437318802,0.04884004965424538,0.061050061136484146,-0.024175824597477913,-0.056410256773233414,0.08864469081163406,0.10476190596818924,-0.02442002482712269,0.03663003817200661,1.1445051431655884,-0.005127850919961929,-0.28671541810035706,0.6400104761123657,0.10043788701295853,0.018275270238518715,-2.225983142852783,0.13275161385536194,-0.11682005226612091,0.18801110982894897,0.1046866625547409,0.17524592578411102,-0.0,0.0,0.0]","[1.1434950828552246,-0.005288664251565933,-0.2892891764640808,0.6411644220352173,0.09778223186731339,0.0173915084451437,-2.2285618782043457,0.13103358447551727,-0.11255799233913422,0.18873745203018188,0.10641050338745117,0.17532464861869812]"
1772115518.286879,3171,"[0.0015688943676650524,0.00111470278352499,0.005656481720507145,0.004261057823896408,-0.008522115647792816,-0.008522115647792816,-0.08149811625480652,-0.011466331779956818,-0.9966075420379639,-0.029921723529696465,0.046417027711868286,-0.0023016706109046936,-0.021098650991916656,0.026277408003807068,0.011700160801410675,0.009206682443618774,-0.00959029421210289,0.0019180579110980034,-0.009590295143425465,-0.05543190613389015,0.02359212562441826,-0.04029304161667824,0.07252747565507889,-0.024175824597477913,-0.16923077404499054,0.04884004965424538,0.03663003817200661,0.008058608509600163,-0.008058608509600163,-0.07252747565507889,0.10476190596818924,-0.02442002482712269,0.03663003817200661,1.1434950828552246,-0.005288664251565933,-0.2892891764640808,0.6411644220352173,0.09778223186731339,0.0173915084451437,-2.2285618782043457,0.13103358447551727,-0.11255799233913422,0.18873745203018188,0.10641050338745117,0.17532464861869812,-0.0,0.0,0.0]","[1.1434491872787476,-0.006656840443611145,-0.2913045883178711,0.6453903317451477,0.09278962016105652,0.017599008977413177,-2.22835636138916,0.1302323341369629,-0.1103677749633789,0.19080516695976257,0.10959988832473755,0.17665469646453857]"
