time_s,step,observation,action_pre_scale
1776857480.945041,3141,"[-0.11217294633388519,0.08316487073898315,-0.9902028441429138,-0.028801042586565018,0.02881915494799614,-0.06660576909780502,-0.33840689063072205,-0.3067013919353485,0.023020438849925995,0.01575077883899212,0.11234252899885178,0.057775236666202545,-0.3130810260772705,0.3467850685119629,-0.0492941178381443,-0.02137766033411026,-0.13229522109031677,0.05361218377947807,-0.053612906485795975,0.006105006206780672,0.02442002482712269,-0.014550192281603813,0.06536412239074707,0.12177437543869019,0.08461538702249527,0.018315019086003304,0.0,-0.05387124419212341,0.03581377863883972,-0.21839934587478638,-0.9585899114608765,-14.189990043640137,0.12521284818649292,-0.04035797715187073,0.01551944762468338,0.22529110312461853,-0.04238571599125862,21.075580596923828,-0.10227758437395096,0.0,0.0,0.0]","[-0.04817561060190201,0.034988883882761,-0.1938604712486267,-0.9368329048156738,-14.162775993347168,0.1093672513961792,-0.03183400258421898,0.010065395385026932,0.2250903993844986,-0.07011644542217255,21.105649948120117,-0.1178143247961998]"
1776857480.961212,3142,"[-0.10993043333292007,0.08176510035991669,-0.9905703067779541,-0.029184654355049133,0.027668317779898643,-0.06660576909780502,-0.33840689063072205,-0.3067013919353485,0.023020438849925995,0.01383271999657154,0.11426058411598206,0.05969329550862312,-0.31154656410217285,0.3467850685119629,-0.0492941178381443,0.0024870792403817177,-0.07312489300966263,-0.02014652080833912,0.036263737827539444,0.006105006206780672,0.02442002482712269,-0.11650233715772629,0.052033375948667526,0.11650233715772629,0.21972239017486572,0.018315019086003304,0.0,-0.04817561060190201,0.034988883882761,-0.1938604712486267,-0.9368329048156738,-14.162775993347168,0.1093672513961792,-0.03183400258421898,0.010065395385026932,0.2250903993844986,-0.07011644542217255,21.105649948120117,-0.1178143247961998,0.0,0.0,0.0]","[-0.05220577120780945,0.03318510204553604,-0.1730942279100418,-0.9169450998306274,-14.158145904541016,0.11084204167127609,-0.02532941661775112,0.007035665214061737,0.20348721742630005,-0.08750598132610321,21.151235580444336,-0.10664845257997513]"
1776857480.982503,3143,"[-0.10834847390651703,0.08232647180557251,-0.9906981587409973,-0.02956826612353325,0.024983035400509834,-0.06468771398067474,-0.33802324533462524,-0.3067013919353485,0.023020438849925995,0.013065495528280735,0.11464419960975647,0.061227742582559586,-0.310779333114624,0.3467850685119629,-0.0492941178381443,-0.03801983967423439,-0.14525975286960602,0.20621632039546967,-0.058682605624198914,0.006105006206780672,0.02442002482712269,-0.03171735629439354,-0.0103317154571414,0.11581562459468842,0.03977613151073456,0.018315019086003304,0.0,-0.05220577120780945,0.03318510204553604,-0.1730942279100418,-0.9169450998306274,-14.158145904541016,0.11084204167127609,-0.02532941661775112,0.007035665214061737,0.20348721742630005,-0.08750598132610321,21.151235580444336,-0.10664845257997513,0.0,0.0,0.0]","[-0.04313991218805313,0.03598828613758087,-0.15983685851097107,-0.8939529657363892,-14.132332801818848,0.10472004860639572,-0.018644852563738823,0.007250811904668808,0.20443011820316315,-0.11644372344017029,21.167621612548828,-0.10576602071523666]"
1776857481.000619,3144,"[-0.10357914119958878,0.08466263115406036,-0.9910112619400024,-0.02956826612353325,0.022297753021121025,-0.06008436903357506,-0.3372560143470764,-0.3067013919353485,0.023020438849925995,0.010763824917376041,0.11426058411598206,0.0616113543510437,-0.3080940842628479,0.3467850685119629,-0.0492941178381443,0.012087912298738956,-0.14300765097141266,0.3032931685447693,0.023015450686216354,0.006105006206780672,0.02442002482712269,-0.10933883488178253,-0.02158098667860031,-0.002594931051135063,0.09465516358613968,0.018315019086003304,0.0,-0.04313991218805313,0.03598828613758087,-0.15983685851097107,-0.8939529657363892,-14.132332801818848,0.10472004860639572,-0.018644852563738823,0.007250811904668808,0.20443011820316315,-0.11644372344017029,21.167621612548828,-0.10576602071523666,0.0,0.0,0.0]","[-0.043361909687519073,0.04136975109577179,-0.14083422720432281,-0.8715208768844604,-14.118399620056152,0.10061419010162354,-0.014745970256626606,0.01570621132850647,0.17786981165409088,-0.1604907512664795,21.18501091003418,-0.07607916742563248]"
1776857481.021092,3145,"[-0.10103927552700043,0.08724319934844971,-0.9910496473312378,-0.029951877892017365,0.021530529484152794,-0.05663186311721802,-0.33572158217430115,-0.3067013919353485,0.023020438849925995,0.009612989611923695,0.11426058411598206,0.0616113543510437,-0.3077104389667511,0.3467850685119629,-0.0492941178381443,-0.021432586014270782,-0.014660041779279709,0.16871744394302368,0.09781788289546967,0.006105006206780672,0.02442002482712269,-0.048180535435676575,0.036263737827539444,-0.07655677944421768,-0.06721129268407822,0.018315019086003304,0.0,-0.043361909687519073,0.04136975109577179,-0.14083422720432281,-0.8715208768844604,-14.118399620056152,0.10061419010162354,-0.014745970256626606,0.01570621132850647,0.17786981165409088,-0.1604907512664795,21.18501091003418,-0.07607916742563248,0.0,0.0,0.0]","[-0.04648139327764511,0.050447408109903336,-0.14143046736717224,-0.8789602518081665,-14.135801315307617,0.10976885259151459,-0.02111189067363739,0.02469000220298767,0.1707218438386917,-0.1780107319355011,21.203615188598633,-0.052284903824329376]"
1776857481.042763,3146,"[-0.09933510422706604,0.08984225988388062,-0.9909898042678833,-0.03033548966050148,0.02114691771566868,-0.05394658073782921,-0.33341991901397705,-0.3067013919353485,0.023020438849925995,0.009612989611923695,0.11387697607278824,0.061227742582559586,-0.3077104389667511,0.3467850685119629,-0.0492941178381443,-0.013752086088061333,-0.013752086088061333,0.16879206895828247,0.23965519666671753,0.006105006206780672,0.02442002482712269,-0.02014652080833912,-0.029869209975004196,-0.029869303107261658,-0.012087912298738956,0.018315019086003304,0.0,-0.04648139327764511,0.050447408109903336,-0.14143046736717224,-0.8789602518081665,-14.135801315307617,0.10976885259151459,-0.02111189067363739,0.02469000220298767,0.1707218438386917,-0.1780107319355011,21.203615188598633,-0.052284903824329376,0.0,0.0,0.0]","[-0.051556892693042755,0.05087842047214508,-0.13051292300224304,-0.8687120676040649,-14.135932922363281,0.10507459193468094,-0.023180795833468437,0.033334195613861084,0.14421790838241577,-0.1809677630662918,21.222745895385742,-0.03788240998983383]"
1776857481.060542,3147,"[-0.09862187504768372,0.09110301733016968,-0.9909464120864868,-0.030719103291630745,0.021530529484152794,-0.051644910126924515,-0.33303630352020264,-0.3067013919353485,0.023020438849925995,0.009229377843439579,0.11349336057901382,0.06084413081407547,-0.3077104389667511,0.3467850685119629,-0.0492941178381443,-0.013848375529050827,0.013848327100276947,0.18382255733013153,0.021907031536102295,0.006105006206780672,0.02442002482712269,-0.054141368716955185,-0.005789814051240683,-0.013848327100276947,0.028205128386616707,0.018315019086003304,0.0,-0.051556892693042755,0.05087842047214508,-0.13051292300224304,-0.8687120676040649,-14.135932922363281,0.10507459193468094,-0.023180795833468437,0.033334195613861084,0.14421790838241577,-0.1809677630662918,21.222745895385742,-0.03788240998983383,0.0,0.0,0.0]","[-0.046540021896362305,0.050002776086330414,-0.13117821514606476,-0.8606919050216675,-14.15787410736084,0.10488102585077286,-0.02208186686038971,0.03285928815603256,0.13257713615894318,-0.18975885212421417,21.239578247070312,-0.031187012791633606]"
1776857481.081669,3148,"[-0.09800151735544205,0.09389498829841614,-0.9907464981079102,-0.03110271506011486,0.02191414125263691,-0.05011046305298805,-0.33303630352020264,-0.3067013919353485,0.023020438849925995,0.008462154306471348,0.11310975253582001,0.06007690727710724,-0.3077104389667511,0.3467850685119629,-0.0492941178381443,-0.029704919084906578,0.08611518144607544,0.195376455783844,0.036263737827539444,0.006105006206780672,0.02442002482712269,-0.047321923077106476,0.026705432683229446,-0.06343914568424225,-0.0684981718659401,0.018315019086003304,0.0,-0.046540021896362305,0.050002776086330414,-0.13117821514606476,-0.8606919050216675,-14.15787410736084,0.10488102585077286,-0.02208186686038971,0.03285928815603256,0.13257713615894318,-0.18975885212421417,21.239578247070312,-0.031187012791633606,0.0,0.0,0.0]","[-0.04320025444030762,0.051428839564323425,-0.13557159900665283,-0.8629814386367798,-14.1818208694458,0.11244304478168488,-0.02694682963192463,0.04439331591129303,0.13150081038475037,-0.19301703572273254,21.247697830200195,-0.01691129058599472]"
1776857481.100452,3149,"[-0.09831833839416504,0.09601926803588867,-0.9905126094818115,-0.03148632496595383,0.02191414125263691,-0.04512350633740425,-0.3322691023349762,-0.3067013919353485,0.023020438849925995,0.008078541606664658,0.11310975253582001,0.0566244013607502,-0.3077104389667511,0.3467850685119629,-0.0492941178381443,-0.02980377897620201,-0.02014652080833912,0.3471567928791046,0.08781222254037857,0.006105006206780672,0.02442002482712269,-0.03786245733499527,0.036263737827539444,-0.17958974838256836,0.036263737827539444,0.018315019086003304,0.0,-0.04320025444030762,0.051428839564323425,-0.13557159900665283,-0.8629814386367798,-14.1818208694458,0.11244304478168488,-0.02694682963192463,0.04439331591129303,0.13150081038475037,-0.19301703572273254,21.247697830200195,-0.01691129058599472,0.0,0.0,0.0]","[-0.039009951055049896,0.054992929100990295,-0.13557133078575134,-0.8540269136428833,-14.183478355407715,0.10524097084999084,-0.02970387041568756,0.052349627017974854,0.13163909316062927,-0.20461973547935486,21.246288299560547,-0.008120939135551453]"
1776857481.120858,3150,"[-0.10147619992494583,0.09663265198469162,-0.9901335835456848,-0.03148632496595383,0.022297753021121025,-0.0389857180416584,-0.33111822605133057,-0.3067013919353485,0.023020438849925995,0.007694930303841829,0.11310975253582001,0.053555503487586975,-0.3080940842628479,0.3467850685119629,-0.0492941178381443,-0.004029304254800081,0.021698378026485443,0.4801411032676697,0.21015110611915588,0.006105006206780672,0.02442002482712269,-0.0539328008890152,-0.028205128386616707,-0.2501439154148102,0.02665243111550808,0.018315019086003304,0.0,-0.039009951055049896,0.054992929100990295,-0.13557133078575134,-0.8540269136428833,-14.183478355407715,0.10524097084999084,-0.02970387041568756,0.052349627017974854,0.13163909316062927,-0.20461973547935486,21.246288299560547,-0.008120939135551453,0.0,0.0,0.0]","[-0.03783917427062988,0.058933377265930176,-0.13742156326770782,-0.8488258123397827,-14.17204475402832,0.10134099423885345,-0.03017984703183174,0.062351807951927185,0.14776071906089783,-0.20274321734905243,21.22649574279785,0.002405509352684021]"
1776857481.140050,3151,"[-0.10751986503601074,0.09478476643562317,-0.989674985408783,-0.03148632496595383,0.02268136478960514,-0.03361515700817108,-0.3303510248661041,-0.3067013919353485,0.023020438849925995,0.00616048276424408,0.11387697607278824,0.05125383287668228,-0.30886131525039673,0.3467850685119629,-0.0492941178381443,-0.012087912298738956,0.013639885932207108,0.2191634476184845,0.03130851686000824,0.006105006206780672,0.02442002482712269,-0.14723354578018188,-0.0009253565222024918,-0.12616166472434998,-0.055485088378190994,0.018315019086003304,0.0,-0.03783917427062988,0.058933377265930176,-0.13742156326770782,-0.8488258123397827,-14.17204475402832,0.10134099423885345,-0.03017984703183174,0.062351807951927185,0.14776071906089783,-0.20274321734905243,21.22649574279785,0.002405509352684021,0.0,0.0,0.0]","[-0.03744157403707504,0.06798119843006134,-0.15534034371376038,-0.8811513185501099,-14.197872161865234,0.11069922894239426,-0.03306153789162636,0.04603458195924759,0.19627751410007477,-0.16805440187454224,21.190540313720703,-0.02516815811395645]"
1776857481.160780,3152,"[-0.1094110757112503,0.09363412111997604,-0.9895769357681274,-0.03110271506011486,0.023448588326573372,-0.032464317977428436,-0.32843294739723206,-0.3067013919353485,0.023020438849925995,0.0034752003848552704,0.11502780765295029,0.050870221108198166,-0.30962851643562317,0.3467850685119629,-0.0492941178381443,-0.010567454621195793,0.0957150012254715,0.06500116735696793,0.051925331354141235,0.006105006206780672,0.02442002482712269,-0.10331752896308899,0.065000981092453,0.0025087995454669,-0.09571444988250732,0.018315019086003304,0.0,-0.03744157403707504,0.06798119843006134,-0.15534034371376038,-0.8811513185501099,-14.197872161865234,0.11069922894239426,-0.03306153789162636,0.04603458195924759,0.19627751410007477,-0.16805440187454224,21.190540313720703,-0.02516815811395645,0.0,0.0,0.0]","[-0.04126033931970596,0.0650336965918541,-0.16687345504760742,-0.9069231748580933,-14.217817306518555,0.12289777398109436,-0.0384957492351532,0.03923594951629639,0.21076419949531555,-0.12959645688533783,21.177396774291992,-0.03214592486619949]"
1776857481.183010,3153,"[-0.11118298768997192,0.09101730585098267,-0.9896237254142761,-0.030719103291630745,0.024983035400509834,-0.03284792974591255,-0.32804933190345764,-0.3067013919353485,0.023020438849925995,0.0015571415424346924,0.11579503118991852,0.05202105641365051,-0.30962851643562317,0.3467850685119629,-0.0492941178381443,0.04465995728969574,0.10208304971456528,-0.060777172446250916,0.02854282222688198,0.006105006206780672,0.02442002482712269,-0.11047926545143127,0.020821742713451385,0.1500970870256424,-0.05238095298409462,0.018315019086003304,0.0,-0.04126033931970596,0.0650336965918541,-0.16687345504760742,-0.9069231748580933,-14.217817306518555,0.12289777398109436,-0.0384957492351532,0.03923594951629639,0.21076419949531555,-0.12959645688533783,21.177396774291992,-0.03214592486619949,0.0,0.0,0.0]","[-0.0512513592839241,0.05691898986697197,-0.17105108499526978,-0.9212383031845093,-14.240354537963867,0.12296858429908752,-0.03512448072433472,0.028234146535396576,0.21305391192436218,-0.09722702205181122,21.167898178100586,-0.05409344285726547]"
1776857481.201416,3154,"[-0.10931647568941116,0.0866510197520256,-0.990223228931427,-0.03033548966050148,0.026901094242930412,-0.03323154151439667,-0.32843294739723206,-0.3067013919353485,0.023020438849925995,-0.002278976608067751,0.11656225472688675,0.0566244013607502,-0.30962851643562317,0.3467850685119629,-0.0492941178381443,-0.009641492739319801,0.07267140597105026,0.025758760049939156,-0.1434721201658249,0.006105006206780672,0.02442002482712269,-0.1574307382106781,-0.00719517283141613,0.25096824765205383,-0.02014652080833912,0.018315019086003304,0.0,-0.0512513592839241,0.05691898986697197,-0.17105108499526978,-0.9212383031845093,-14.240354537963867,0.12296858429908752,-0.03512448072433472,0.028234146535396576,0.21305391192436218,-0.09722702205181122,21.167898178100586,-0.05409344285726547,0.0,0.0,0.0]","[-0.04968114197254181,0.04469464346766472,-0.1644120216369629,-0.9060068130493164,-14.238425254821777,0.11944053322076797,-0.02381300739943981,0.01511215791106224,0.19777384400367737,-0.09888951480388641,21.170061111450195,-0.08280914276838303]"
1776857481.220277,3155,"[-0.10788499563932419,0.08478426933288574,-0.990541934967041,-0.029951877892017365,0.026901094242930412,-0.03361515700817108,-0.3295837938785553,-0.3067013919353485,0.023020438849925995,-0.0038134236820042133,0.11694587022066116,0.05892607197165489,-0.30962851643562317,0.3467850685119629,-0.0492941178381443,0.005984290037304163,-0.04432234540581703,-0.005984387826174498,-0.13883228600025177,0.006105006206780672,0.02442002482712269,-0.11661115288734436,0.030160212889313698,0.18498998880386353,0.08461538702249527,0.018315019086003304,0.0,-0.04968114197254181,0.04469464346766472,-0.1644120216369629,-0.9060068130493164,-14.238425254821777,0.11944053322076797,-0.02381300739943981,0.01511215791106224,0.19777384400367737,-0.09888951480388641,21.170061111450195,-0.08280914276838303,0.0,0.0,0.0]","[-0.050172336399555206,0.04272271692752838,-0.15754856169223785,-0.9002653360366821,-14.251232147216797,0.11252650618553162,-0.022091228514909744,0.0015846937894821167,0.19070661067962646,-0.11291524767875671,21.183242797851562,-0.0960715040564537]"
